time,hr,dist,speed
1660,173,4583.1,2.65999999999985
1661,173,4585.75,2.64999999999964
1662,173,4588.41,2.66000000000076
1663,173,4591.09,2.67999999999938
1664,173,4593.77,2.68000000000029
1665,173,4596.45,2.68000000000029
1666,173,4599.13,2.68000000000029
1667,173,4601.81,2.67999999999938
1668,174,4604.5,2.69000000000051
1669,174,4607.21,2.70999999999913
1670,174,4609.93,2.72000000000025
1671,174,4612.68,2.75
1672,174,4615.42,2.73999999999978
1673,172,4618.18,2.76000000000022
1674,172,4620.98,2.80000000000018
1675,172,4623.81,2.82999999999993
1676,172,4626.64,2.82999999999993
1677,172,4629.5,2.85999999999967
1678,174,4632.39,2.89000000000033
1679,174,4635.29,2.89999999999964
1680,174,4638.22,2.93000000000029
1681,174,4641.18,2.96000000000004
1682,174,4644.16,2.97999999999956
1683,174,4647.14,2.98000000000047
1684,174,4650.13,2.99000000000069
1685,174,4653.12,2.98999999999978
1686,174,4656.11,2.98999999999887
1687,174,4659.11,3
1688,173,4662.11,3.00000000000091
1689,173,4665.11,3
1690,173,4668.1,2.98999999999978
1691,173,4671.09,2.98999999999978
1692,173,4674.09,3
1693,175,4677.09,3.00000000000091
1694,175,4680.09,3
1695,175,4683.1,3.00999999999931
1696,175,4686.08,2.98000000000047
1697,175,4689.06,2.97999999999956
1698,175,4692.04,2.98000000000047
1699,175,4695.03,2.98999999999887
1700,175,4698.01,2.98000000000047
1701,175,4700.98,2.97000000000025
1702,175,4703.94,2.96000000000004
1703,177,4706.88,2.9399999999996
1704,177,4709.82,2.94000000000051
1705,177,4712.78,2.96000000000004
1706,177,4715.73,2.94999999999982
1707,177,4718.67,2.9399999999996
1708,175,4721.61,2.9399999999996
1709,175,4724.56,2.95000000000073
1710,175,4727.5,2.9399999999996
1711,175,4730.44,2.94000000000051
1712,175,4733.36,2.92000000000007
1713,175,4736.28,2.92000000000007
1714,175,4739.2,2.92000000000007
1715,175,4742.12,2.92000000000007
1716,175,4745.03,2.90999999999985
1717,175,4747.96,2.92999999999938
1718,178,4750.88,2.92000000000007
1719,178,4753.77,2.89000000000033
1720,178,4756.69,2.92000000000007
1720,178,4756.69,
1721,178,4759.63,2.9399999999996
1722,178,4762.55,2.92000000000007
1723,180,4765.46,2.90999999999985
1724,180,4768.34,2.88000000000011
1725,180,4771.18,2.84000000000015
1726,180,4774,2.81999999999971
1727,180,4776.78,2.78000000000065
1728,180,4779.53,2.75
1729,180,4782.29,2.76000000000022
1730,180,4785.06,2.76999999999953
1731,180,4787.82,2.75999999999931
1732,180,4790.59,2.77000000000135
1733,178,4793.36,2.76999999999953
1734,178,4796.13,2.77000000000044
1735,178,4798.9,2.76999999999953
1736,178,4801.68,2.77999999999975
1737,178,4804.45,2.76999999999953
1738,177,4807.24,2.78999999999996
1739,177,4810,2.76000000000113
1740,177,4812.76,2.76000000000022
1741,177,4815.48,2.71999999999844
1742,177,4818.18,2.70000000000164
1743,177,4820.87,2.68999999999869
1744,177,4823.57,2.69999999999982
1745,177,4826.27,2.70000000000073
1746,177,4828.97,2.69999999999982
1747,177,4831.71,2.73999999999978
1748,177,4834.46,2.75
1749,177,4837.22,2.76000000000022
1750,177,4840,2.78000000000065
1751,177,4842.78,2.77999999999975
1752,177,4845.55,2.76999999999953
1753,177,4848.32,2.77000000000044
1754,177,4851.1,2.77999999999975
1755,177,4853.87,2.77000000000044
1756,177,4856.64,2.76999999999953
1757,177,4859.44,2.80000000000018
1758,177,4862.24,2.80000000000018
1759,177,4865.06,2.81999999999971
1760,177,4867.87,2.8100000000004
1761,177,4870.71,2.84000000000015
1762,177,4873.54,2.82999999999902
1763,177,4876.39,2.85000000000036
1764,177,4879.25,2.86000000000058
1765,177,4882.12,2.86999999999989
1766,177,4884.99,2.86999999999898
1767,177,4887.86,2.8700000000008
1768,177,4890.7,2.84000000000015
1769,177,4893.54,2.84000000000015
1770,177,4896.4,2.85999999999967
1771,177,4899.39,2.98999999999978
1772,177,4902.4,3.00999999999931
1773,177,4905.49,3.09000000000105
1774,177,4908.63,3.13999999999942
1775,177,4911.81,3.18000000000029
1776,177,4914.96,3.15000000000055
1777,177,4918.08,3.11999999999989
1778,177,4921.15,3.06999999999971
1779,177,4924.18,3.02999999999975
1780,177,4926.9,2.72000000000025
1782,177,4931.47,2.28499999999985
1784,177,,
1784,177,,
